ID,LocationDescription,WaterBodyID,MunicipalityID,Latitude,Longitude,LocationTypeID,LocationTypeName,CoordinateSystem
SWBTOMS,,Sweetwater Brook,Stoneham,42.490163,-71.101517,22,River/Stream,WGS84
TOB001,,Town Line Brook,Malden,42.42616944,-71.02733611,22,River/Stream,WGS84
Torr01,,Hall's Brook,Woburn,42.51422481,-71.14551115,22,River/Stream,WGS84
TUPOUT,,Turtle Pond,Belmont,42.404895,-71.184491,22,River/Stream,WGS84
UPLCCS,,Upper Mystic Lake,Arlington,42.435,-71.15591,22,River/Stream,WGS84
UPLFL1MIDS,,Upper Mystic Lake,Winchester,42.442657,-71.145778,22,River/Stream,WGS84
UPLFL2MID,,Upper Mystic Lake,Winchester,42.440764,-71.151051,22,River/Stream,WGS84
UPLTRIB,"Access at north side of Everett Ave., Winchester",Upper Mystic Lake,Winchester,42.442923,-71.15149,22,River/Stream,WGS84
UPLUMLFL1N,,Upper Mystic Lake,Winchester,42.444946,-71.145751,22,River/Stream,WGS84
UPLUMLFL3,,Upper Mystic Lake,Winchester,42.441577,-71.149248,22,River/Stream,WGS84
UPLUMLFL5,,Upper Mystic Lake,Winchester,42.439603,-71.149958,22,River/Stream,WGS84
UPLUTBWBC,,Upper Mystic Lake,Winchester,42.46423,-71.13368,22,River/Stream,WGS84
US5,,Aberjona River ,Woburn,42.49541192,-71.134111,22,River/Stream,WGS84
Vern01,,Aberjona River ,Winchester,42.45284032,-71.13542441,22,River/Stream,WGS84
Vine01,,,Lexington,42.45037605,-71.22026382,22,River/Stream,WGS84
Wash01,,Aberjona River ,Winchester,42.469411,-71.1252171,22,River/Stream,WGS84
Waterfield St.,,Aberjona River ,Winchester,42.45109149,-71.13689456,22,River/Stream,WGS84
WEB000,,Wellington Brook,Cambridge,42.397042,-71.154246,22,River/Stream,WGS84
WEB001,,Wellington Brook,Cambridge,42.39697778,-71.15458889,22,River/Stream,WGS84
WEB002,,Wellington Brook,Belmont,42.3955,-71.15651389,22,River/Stream,WGS84
WEB003,,Wellington Brook,Belmont,42.39462222,-71.15792222,22,River/Stream,WGS84
WEB005,,Wellington Brook,Belmont,42.39431389,-71.16230833,22,River/Stream,WGS84
WEB007,,Wellington Brook,Belmont,42.39356111,-71.16674722,22,River/Stream,WGS84
WEB010,,Wellington Brook,Belmont,42.39427778,-71.17195,22,River/Stream,WGS84
WEB013,,Wellington Brook,Belmont,42.39524722,-71.17631667,22,River/Stream,WGS84
WEB020,,Wellington Brook,Belmont,42.38953889,-71.18885278,22,River/Stream,WGS84
WEB07N,Wellington Brook outlet to Claypit Pond @ SW corner by Concord Ave. north side of culvert,Wellington Brook,Belmont,42.39358,-71.16682,22,River/Stream,WGS84
WEB07S,Wellington Brook outlet to Claypit Pond @ SW corner by Concord Ave. south side of culvert,Wellington Brook,Belmont,42.39355,-71.16677,22,River/Stream,WGS84
Wedge01,,Wedge Pond,Winchester,42.45571045,-71.13669402,22,River/Stream,WGS84
WELD34U,,Wellington Brook,Cambridge,42.394626,-71.154743,22,River/Stream,WGS84
WEPIN,,Wedge Pond,Winchester,42.45669,-71.139137,22,River/Stream,WGS84
WEPOUT,,Weeks Pond,Belmont,42.399518,-71.183103,22,River/Stream,WGS84
WEPUT1,,Weeks Pond,Belmont,42.399203,-71.183595,22,River/Stream,WGS84
WEPUT1S,,Weeks Pond,Belmont,42.399194,-71.183821,22,River/Stream,WGS84
WEPUT2,,Weeks Pond,Belmont,42.39924,-71.183455,22,River/Stream,WGS84
WEPUT3,,Weeks Pond,Belmont,42.399108,-71.183045,22,River/Stream,WGS84
WHB011,Whittmore Br- is underground US- access on Allston St. coming from N.- sample over fence @ apts.,Whitmore Brook,Medford,42.4189,-71.12803,22,River/Stream,WGS84
WHB076,,Whipple Brook,Woburn,42.45723889,-71.18365556,22,River/Stream,WGS84
WHB146,,Whipple Brook,Winchester,42.44833333,-71.17916667,22,River/Stream,WGS84
WHB165,Whipple Br. @ Johnson Rd on US side (south),Whipple Brook,Winchester,42.44616667,-71.1775,22,River/Stream,WGS84
WHBUT1,Unnamed trib. entering Whipple Br. on US side of Johnson Rd.,Whipple Brook,Winchester,42.44616667,-71.17733333,22,River/Stream,WGS84
Wheeler Street,"D36OF0000; In the past, sampled from the south end of open channel before Fawcett St flow entered the channel. Since the box was installed, been sampling from the box",Little River,Cambridge,42.392292,-71.144124,22,River/Stream,WGS84
WIB001,"Winn's Brook at Little Pond in Belmont; outlet from Pond, downstream side of the bridge; sample from the top of concrete structure",Winns Brook,Belmont,42.3994,-71.16109,22,River/Stream,WGS84
WIB003,,Winns Brook,Belmont,42.39821667,-71.16370278,22,River/Stream,WGS84
WIB005,,Winns Brook,Belmont,42.39825278,-71.16676944,22,River/Stream,WGS84
WIB009,,Winns Brook,Belmont,42.39907778,-71.17315833,22,River/Stream,WGS84
WIB012,,Winns Brook,Belmont,42.40167778,-71.17508333,22,River/Stream,WGS84
WIB013,,Winns Brook,Belmont,42.40175833,-71.17678333,22,River/Stream,WGS84
WIB015,,Winns Brook,Belmont,42.40185,-71.179725,22,River/Stream,WGS84
WIB018,,Winns Brook,Belmont,42.40326111,-71.181775,22,River/Stream,WGS84
WIBUTA,,Winns Brook,Belmont,42.40103889,-71.167075,22,River/Stream,WGS84
WIBUTB,,Winns Brook,Belmont,42.40402778,-71.17670278,22,River/Stream,WGS84
WILMILAN,,Willow Brook,Woburn,42.512733,-71.158383,22,River/Stream,WGS84
WINTGCD1,,Lewis Lake,Winthrop,42.377222,-70.979913,22,River/Stream,WGS84
WINTGCD2,,Lewis Lake,Winthrop,42.37723,-70.978356,22,River/Stream,WGS84
WINTGCD3,,Lewis Lake,Winthrop,42.376014,-70.977553,22,River/Stream,WGS84
WINTGCD4,,Lewis Lake,Winthrop,42.37574,-70.974778,22,River/Stream,WGS84
WNB01,,Winter Hill Brook,Medford,42.40336111,-71.09566667,22,River/Stream,WGS84
WNB01A,,Winter Hill Brook,Medford,42.40428333,-71.10136667,22,River/Stream,WGS84
WNB03,,Winter Hill Brook,Medford,42.404975,-71.10053611,22,River/Stream,WGS84
WNB04,,Winter Hill Brook,Medford,42.404675,-71.10108333,22,River/Stream,WGS84
WNB05,,Winter Hill Brook,Medford,42.4051,-71.09735,22,River/Stream,WGS84
WNTRB02,,Winter Hill Brook,Medford,42.404293,-71.096732,22,River/Stream,WGS84
